course_code,course_title,subject,subject_name,course_number
FINEARTS 308,Studio Practice 3,FINEARTS,Fine Arts,308
FINEARTS 309,Studio Practice 4,FINEARTS,Fine Arts,309
FINEARTS 320,Theories and Methods for Practice 3,FINEARTS,Fine Arts,320
FINEARTS 321,Fine Arts Studio 3: Capstone Project,FINEARTS,Fine Arts,321
FINEARTS 321A,Fine Arts Studio 3: Capstone Project,FINEARTS,Fine Arts,321A
FINEARTS 321B,Fine Arts Studio 3: Capstone Project,FINEARTS,Fine Arts,321B
FINEARTS 322,Research Essay: Making Sense of Practice,FINEARTS,Fine Arts,322
FINEARTS 322B,Research Essay: Making Sense of Practice,FINEARTS,Fine Arts,322B
FINEARTS 406,Special Topic,FINEARTS,Fine Arts,406
FINEARTS 407,Special Topic,FINEARTS,Fine Arts,407
FINEARTS 708,Studio Project,FINEARTS,Fine Arts,708
FINEARTS 756A,Research Project,FINEARTS,Fine Arts,756A
FINEARTS 756B,Research Project,FINEARTS,Fine Arts,756B
FINEARTS 758,Creative Practice Methodologies,FINEARTS,Fine Arts,758
FINEARTS 759,Studio,FINEARTS,Fine Arts,759
FINEARTS 759A,Studio,FINEARTS,Fine Arts,759A
FINEARTS 759B,Studio,FINEARTS,Fine Arts,759B
FINEARTS 761,Contemporary Practice 1,FINEARTS,Fine Arts,761
FINEARTS 762,Creative Technology 1,FINEARTS,Fine Arts,762
FINEARTS 763,Theories of Practice 1,FINEARTS,Fine Arts,763
FINEARTS 764,Contemporary Practice 2,FINEARTS,Fine Arts,764
FINEARTS 765,Creative Technology 2,FINEARTS,Fine Arts,765
FINEARTS 766,Theories of Practice 2,FINEARTS,Fine Arts,766
FINEARTS 767,Studio,FINEARTS,Fine Arts,767
FINEARTS 767A,Studio,FINEARTS,Fine Arts,767A
FINEARTS 767B,Studio,FINEARTS,Fine Arts,767B
FINEARTS 768,Studio,FINEARTS,Fine Arts,768
FINEARTS 769,Studio Practice Essay,FINEARTS,Fine Arts,769
FINEARTS 770,Research Methodologies - Level 9,FINEARTS,Fine Arts,770
FINEARTS 779A,Studio,FINEARTS,Fine Arts,779A
FINEARTS 779B,Studio,FINEARTS,Fine Arts,779B
FINEARTS 780A,Studio Research Essay,FINEARTS,Fine Arts,780A
FINEARTS 780B,Studio Research Essay,FINEARTS,Fine Arts,780B
FINEARTS 781A,Research Portfolio,FINEARTS,Fine Arts,781A
FINEARTS 781B,Research Portfolio,FINEARTS,Fine Arts,781B
FINEARTS 782,Research Essay - Level 9,FINEARTS,Fine Arts,782
FINEARTS 782A,Research Essay,FINEARTS,Fine Arts,782A
FINEARTS 782B,Research Essay,FINEARTS,Fine Arts,782B
FINEARTS 790A,Research Project,FINEARTS,Fine Arts,790A
FINEARTS 790B,Research Project,FINEARTS,Fine Arts,790B
FINEARTS 795A,Research Portfolio,FINEARTS,Fine Arts,795A
FINEARTS 795B,Research Portfolio,FINEARTS,Fine Arts,795B
FINEARTS 796A,Masters Studio,FINEARTS,Fine Arts,796A
FINEARTS 796B,Masters Studio,FINEARTS,Fine Arts,796B
FINEARTS 797A,Fine Arts Thesis,FINEARTS,Fine Arts,797A
FINEARTS 797B,Fine Arts Thesis,FINEARTS,Fine Arts,797B
FINEARTS 798A,Fine Arts Research Portfolio,FINEARTS,Fine Arts,798A
FINEARTS 798B,Fine Arts Research Portfolio,FINEARTS,Fine Arts,798B
FOODSCI (104),Foundations of Food Science ** available as of 01/11/2026,FOODSCI,Food Science,(104)
FOODSCI (204),Food Composition ** available as of 01/11/2026,FOODSCI,Food Science,(204)
FOODSCI 100,Foundations of Food and Nutrition,FOODSCI,Food Science,100
FOODSCI 110,Concepts in Food and Nutrition,FOODSCI,Food Science,110
FOODSCI 200,Food Composition and Nutrition,FOODSCI,Food Science,200
FOODSCI 202,Food Preservation,FOODSCI,Food Science,202
FOODSCI 301,Food Quality Attributes,FOODSCI,Food Science,301
FOODSCI 303,Sensory Science,FOODSCI,Food Science,303
FOODSCI 306,Principles of Food Processing,FOODSCI,Food Science,306
FOODSCI 310,Theory of Food Product Design,FOODSCI,Food Science,310
FOODSCI 399,Capstone: Food and Nutrition,FOODSCI,Food Science,399
FOODSCI 691,Postgraduate Diploma Research Project,FOODSCI,Food Science,691
FOODSCI 691A,Postgraduate Diploma Research Project,FOODSCI,Food Science,691A
FOODSCI 691B,Postgraduate Diploma Research Project,FOODSCI,Food Science,691B
FOODSCI 703,Food Processing,FOODSCI,Food Science,703
FOODSCI 705,Project in Food Science,FOODSCI,Food Science,705
FOODSCI 706,Food Safety,FOODSCI,Food Science,706
FOODSCI 707,Food Science,FOODSCI,Food Science,707
FOODSCI 708,Advanced Food Science,FOODSCI,Food Science,708
FOODSCI 709,Selected Topics in Food Science and Technology,FOODSCI,Food Science,709
FOODSCI 709A,Selected Topics in Food Science and Technology,FOODSCI,Food Science,709A
FOODSCI 709B,Selected Topics in Food Science and Technology,FOODSCI,Food Science,709B
FOODSCI 710,Industrial Internship,FOODSCI,Food Science,710
FOODSCI 715,Food Allergens and Intolerants,FOODSCI,Food Science,715
FOODSCI 740,Food Analysis,FOODSCI,Food Science,740
FOODSCI 750,Advanced Topics in Food Science 1,FOODSCI,Food Science,750
FOODSCI 751,Advanced Topics in Food Science 2,FOODSCI,Food Science,751
FOODSCI 752,Research Proposal - Level 9,FOODSCI,Food Science,752
FOODSCI 755,Special Topic,FOODSCI,Food Science,755
FOODSCI 788,BSc(Hons) Dissertation in Food Science,FOODSCI,Food Science,788
FOODSCI 788A,BSc(Hons) Dissertation in Food Science,FOODSCI,Food Science,788A
FOODSCI 788B,BSc(Hons) Dissertation in Food Science,FOODSCI,Food Science,788B
FOODSCI 790,Research Project - Level 9,FOODSCI,Food Science,790
FOODSCI 790A,Research Project - Level 9,FOODSCI,Food Science,790A
FOODSCI 790B,Research Project,FOODSCI,Food Science,790B
FOODSCI 791,Dissertation,FOODSCI,Food Science,791
FOODSCI 791A,Dissertation,FOODSCI,Food Science,791A
FOODSCI 791B,Dissertation,FOODSCI,Food Science,791B
FOODSCI 796A,MSc Thesis in Food Science,FOODSCI,Food Science,796A
FOODSCI 796B,MSc Thesis in Food Science,FOODSCI,Food Science,796B
FORENSIC 701,Fundamental Concepts in Forensic Science,FORENSIC,Forensic Science,701
FORENSIC 702,Introduction to Forensic Science,FORENSIC,Forensic Science,702
FORENSIC 703,Statistics and Molecular Biology for Forensic Science,FORENSIC,Forensic Science,703
FORENSIC 704,Techniques and Applications for Forensic Science,FORENSIC,Forensic Science,704
FORENSIC 706,Environmental Forensic Science,FORENSIC,Forensic Science,706
FORENSIC 707,Project in Forensic Science,FORENSIC,Forensic Science,707
FORENSIC 707A,Project in Forensic Science,FORENSIC,Forensic Science,707A
FORENSIC 707B,Project in Forensic Science,FORENSIC,Forensic Science,707B
FORENSIC 708,Special Topic: Forensic Science in a Digital World,FORENSIC,Forensic Science,708
FORENSIC 710,Advanced Topics in Forensic Science,FORENSIC,Forensic Science,710
FORENSIC 710A,Advanced Topics in Forensic Science,FORENSIC,Forensic Science,710A
FORENSIC 710B,Advanced Topics in Forensic Science,FORENSIC,Forensic Science,710B
FORENSIC 796A,MSc Thesis in Forensic Science,FORENSIC,Forensic Science,796A
FORENSIC 796B,MSc Thesis in Forensic Science,FORENSIC,Forensic Science,796B
FOUNDST 10F,English for Academic Purposes,FOUNDST,Foundation Studies,10F
FOUNDST 11F,Accounting,FOUNDST,Foundation Studies,11F
FOUNDST 12F,Art,FOUNDST,Foundation Studies,12F
FOUNDST 13F,Biology,FOUNDST,Foundation Studies,13F
FOUNDST 14F,Chemistry,FOUNDST,Foundation Studies,14F
FOUNDST 15F,Classical Studies,FOUNDST,Foundation Studies,15F
FOUNDST 16F,Economics,FOUNDST,Foundation Studies,16F
FOUNDST 17F,Geography,FOUNDST,Foundation Studies,17F
FOUNDST 18F,Information Technology,FOUNDST,Foundation Studies,18F
FOUNDST 19F,Mathematics with Calculus,FOUNDST,Foundation Studies,19F
FOUNDST 20F,Mathematics with Statistics,FOUNDST,Foundation Studies,20F
FOUNDST 21F,Physics,FOUNDST,Foundation Studies,21F
FRENCH 101,Introductory French Language 1,FRENCH,French,101
FRENCH 101G,Introductory French Language 1,FRENCH,French,101G
FRENCH 102,Introductory French Language 2,FRENCH,French,102
FRENCH 203,Intermediate French Language 1,FRENCH,French,203
FRENCH 204,Intermediate French Language 2,FRENCH,French,204
FRENCH 214,French Linguistics,FRENCH,French,214
FRENCH 229,The French-speaking World,FRENCH,French,229
FRENCH 241,Reading French Literature,FRENCH,French,241
FRENCH 244,Modern France: History and Culture,FRENCH,French,244
FRENCH 269,French Language and Culture in Film and Literature,FRENCH,French,269
FRENCH 277,French Study Abroad 2A,FRENCH,French,277
FRENCH 278,French Study Abroad 2B,FRENCH,French,278
FRENCH 279,Special Topic: Panorama of the French Novel,FRENCH,French,279
FRENCH 302,Special Topic,FRENCH,French,302
FRENCH 304,Advanced French Language 1,FRENCH,French,304
FRENCH 305,Advanced French Language 2,FRENCH,French,305
FRENCH 314,French Linguistics,FRENCH,French,314
FRENCH 320,French Translation Practice,FRENCH,French,320
FRENCH 329,The French-speaking World,FRENCH,French,329
FRENCH 331,Special Study in French,FRENCH,French,331
FRENCH 341,Panorama of the French Novel,FRENCH,French,341
FRENCH 344,Modern France: History and Culture,FRENCH,French,344
FRENCH 377,French Study Abroad 3A,FRENCH,French,377
FRENCH 378,French Study Abroad 3B,FRENCH,French,378
FRENCH 379,Special Topic: Reading French Literature,FRENCH,French,379
FRENCH 704,Special Topic,FRENCH,French,704
FRENCH 705,Advanced Language,FRENCH,French,705
FRENCH 707,Specialised French Translation 1,FRENCH,French,707
FRENCH 708,Specialised French Translation 2,FRENCH,French,708
FRENCH 710,Special Topic,FRENCH,French,710
FRENCH 710A,Special Topic,FRENCH,French,710A
FRENCH 710B,Special Topic,FRENCH,French,710B
FRENCH 711,Theory and Text,FRENCH,French,711
FRENCH 715,Special Topic,FRENCH,French,715
FRENCH 720,Advanced French Translation,FRENCH,French,720
FRENCH 720A,Advanced French Translation,FRENCH,French,720A
FRENCH 720B,Advanced French Translation,FRENCH,French,720B
FRENCH 725,Special Topic,FRENCH,French,725
FRENCH 725A,Special Topic,FRENCH,French,725A
FRENCH 725B,Special Topic,FRENCH,French,725B
FRENCH 727,Special Topic,FRENCH,French,727
FRENCH 729,Gender and Culture: Perspectives from the French-speaking World,FRENCH,French,729
FRENCH 750,Special Study,FRENCH,French,750
FRENCH 750A,Special Study,FRENCH,French,750A
FRENCH 750B,Special Study,FRENCH,French,750B
FRENCH 751,Special Study,FRENCH,French,751
FRENCH 751A,Special Study,FRENCH,French,751A
FRENCH 751B,Special Study,FRENCH,French,751B
FRENCH 752,Special Study,FRENCH,French,752
FRENCH 752A,Special Study,FRENCH,French,752A
FRENCH 752B,Special Study,FRENCH,French,752B
FRENCH 753,Special Study,FRENCH,French,753
FRENCH 753A,Special Study,FRENCH,French,753A
FRENCH 753B,Special Study,FRENCH,French,753B
FRENCH 777,Study Abroad,FRENCH,French,777
FRENCH 778,Study Abroad,FRENCH,French,778
FRENCH 785,Dissertation,FRENCH,French,785
FRENCH 785A,Dissertation,FRENCH,French,785A
FRENCH 785B,Dissertation,FRENCH,French,785B
FRENCH 790,Research Project,FRENCH,French,790
FRENCH 790A,Research Project,FRENCH,French,790A
FRENCH 790B,Research Project,FRENCH,French,790B
FRENCH 791,Dissertation,FRENCH,French,791
FRENCH 791A,Dissertation,FRENCH,French,791A
FRENCH 791B,Dissertation,FRENCH,French,791B
FRENCH 792,Dissertation,FRENCH,French,792
FRENCH 792A,Dissertation,FRENCH,French,792A
FRENCH 792B,Dissertation,FRENCH,French,792B
FRENCH 793A,Thesis,FRENCH,French,793A
FRENCH 793B,Thesis,FRENCH,French,793B
FRENCH 796A,Thesis,FRENCH,French,796A
FRENCH 796B,Thesis,FRENCH,French,796B
FRENCH 797A,Research Portfolio,FRENCH,French,797A
FRENCH 797B,Research Portfolio,FRENCH,French,797B
GENDER 101,Gender: Global and Local,GENDER,Gender Studies,101
GENDER 101G,Gender: Global and Local,GENDER,Gender Studies,101G
GENDER 206,Special Topic,GENDER,Gender Studies,206
GENDER 207,Special Topic,GENDER,Gender Studies,207
GENDER 208,Thinking Gender,GENDER,Gender Studies,208
GENDER 211,Transgender and the Queering of Sexuality,GENDER,Gender Studies,211
GENDER 300,Special Topic,GENDER,Gender Studies,300
GENDER 301,"Gender, Sex and Commodification",GENDER,Gender Studies,301
GENDER 306,"Theory Into Practice: Gender, Culture, and Social Change",GENDER,Gender Studies,306
GENDER 307,Special Topic,GENDER,Gender Studies,307
GENDER 311,Transgender and the Queering of Sexuality,GENDER,Gender Studies,311
GENDER 700,Critical Theories and Methods in Gender Studies,GENDER,Gender Studies,700
GENDER 701,Special Study,GENDER,Gender Studies,701
GENDER 701A,Special Study,GENDER,Gender Studies,701A
GENDER 701B,Special Study,GENDER,Gender Studies,701B
GENDER 705,Special Topic,GENDER,Gender Studies,705
GENDER 706,Special Topic,GENDER,Gender Studies,706
GENDER 780,Research Project,GENDER,Gender Studies,780
GENDER 780A,Research Project,GENDER,Gender Studies,780A
GENDER 780B,Research Project,GENDER,Gender Studies,780B
GENDER 785,Dissertation,GENDER,Gender Studies,785
GENDER 785A,Dissertation,GENDER,Gender Studies,785A
GENDER 785B,Dissertation,GENDER,Gender Studies,785B
GENDER 793,Dissertation,GENDER,Gender Studies,793
GENDER 793A,Dissertation,GENDER,Gender Studies,793A
GENDER 793B,Dissertation,GENDER,Gender Studies,793B
GENDER 796A,Thesis,GENDER,Gender Studies,796A
GENDER 796B,Thesis,GENDER,Gender Studies,796B
GENDER 797A,Research Portfolio,GENDER,Gender Studies,797A
GENDER 797B,Research Portfolio,GENDER,Gender Studies,797B
GEOG 104,Cities and Urbanism,GEOG,Geography,104
GEOG 104G,Cities and Urbanism,GEOG,Geography,104G
GEOG 202,"Cities, Regions and Communities",GEOG,Geography,202
GEOG 205,Environment and Society,GEOG,Geography,205
GEOG 250,Geographical Research in Practice,GEOG,Geography,250
GEOG 261,Climate and the Environment,GEOG,Geography,261
GEOG 262,Dynamic Landscapes,GEOG,Geography,262
GEOG 305,"Population, Health and Society",GEOG,Geography,305
GEOG 306,Special Topic,GEOG,Geography,306
GEOG 307,Urban Geography,GEOG,Geography,307
GEOG 308,Geopolitics and Indigenous Rights,GEOG,Geography,308
GEOG 320,Resources and Environmental Management,GEOG,Geography,320
GEOG 325,The Human Dimension of Disasters,GEOG,Geography,325
GEOG 327,"Politics, Markets and Economies",GEOG,Geography,327
GEOG 335,Living in a Changing Climate,GEOG,Geography,335
GEOG 342,"Technology, Power and Social Change",GEOG,Geography,342
GEOG 351,Coastal and Marine Studies,GEOG,Geography,351
GEOG 352,"Landscape, Environment and Heritage",GEOG,Geography,352
GEOG 390,Directed Study,GEOG,Geography,390
GEOG 399,Capstone: Geography,GEOG,Geography,399
GEOG 701,Research in Practice,GEOG,Geography,701
GEOG 714,Mobilities and Wellbeing,GEOG,Geography,714
GEOG 719,Geographies of Housing and Urban Change,GEOG,Geography,719
GEOG 725,"People, Participation and Development",GEOG,Geography,725
GEOG 737,Geographies of Public Policy,GEOG,Geography,737
GEOG 738,Future Food and Biological Economies,GEOG,Geography,738
GEOG 745,Applied Fluvial Geomorphology,GEOG,Geography,745
GEOG 746,Coastal Environments,GEOG,Geography,746
GEOG 749,Applied Climate Science,GEOG,Geography,749
GEOG 750,Environment and Landscape,GEOG,Geography,750
GEOG 759,Research Topics in Geography,GEOG,Geography,759
GEOG 760,Directed Study in Geography,GEOG,Geography,760
GEOG 761,Monitoring Change from Space with Machine Learning,GEOG,Geography,761
GEOG 762,Special Topic,GEOG,Geography,762
GEOG 771,Spatial Analysis and Geocomputation,GEOG,Geography,771
GEOG 774,Advanced Spatial Data Handling,GEOG,Geography,774
GEOG 789,Honours Research Project,GEOG,Geography,789
GEOG 789A,Honours Research Project,GEOG,Geography,789A
GEOG 789B,Honours Research Project,GEOG,Geography,789B
GEOG 793,Dissertation,GEOG,Geography,793
GEOG 796A,Masters Thesis in Geography,GEOG,Geography,796A
GEOG 796B,Masters Thesis in Geography,GEOG,Geography,796B
GEOTHERM 701,Geothermal Resources and their Use,GEOTHERM,Energy Technology,701
GEOTHERM 702,Geothermal Energy Technology,GEOTHERM,Energy Technology,702
GEOTHERM 703,Geothermal Exploration,GEOTHERM,Energy Technology,703
GEOTHERM 720,Geothermal Engineering,GEOTHERM,Energy Technology,720
GEOTHERM 785,Geothermal and Reservoir Engineering,GEOTHERM,Energy Technology,785
GEOTHERM 789,Geothermal Industry Project,GEOTHERM,Energy Technology,789
GERMAN 101,German Language Introductory 1,GERMAN,German,101
GERMAN 101G,German Language Introductory 1,GERMAN,German,101G
GERMAN 102,German Language Introductory 2,GERMAN,German,102
GERMAN 178,German Study Abroad I,GERMAN,German,178
GERMAN 200,German Language Intermediate 1,GERMAN,German,200
GERMAN 201,German Language Intermediate 2,GERMAN,German,201
GERMAN 207,Modern Germany: A century of social change,GERMAN,German,207
GERMAN 210,20th Century German Literature,GERMAN,German,210
GERMAN 211,Contemporary German Literature,GERMAN,German,211
GERMAN 212,Special Study in German,GERMAN,German,212
GERMAN 230,German Cinema from Murnau to Riefenstahl,GERMAN,German,230
GERMAN 277,German Study Abroad 2A,GERMAN,German,277
GERMAN 278,German Study Abroad 2B,GERMAN,German,278
GERMAN 290,Special Topic,GERMAN,German,290
GERMAN 291,Central Europe and the South Pacific,GERMAN,German,291
GERMAN 301,German Language Advanced 1,GERMAN,German,301
GERMAN 302,German Language Advanced 2,GERMAN,German,302
GERMAN 303,Contemporary German Literature,GERMAN,German,303
GERMAN 305,Translation,GERMAN,German,305
GERMAN 307,Modern Germany: A century of social change,GERMAN,German,307
GERMAN 310,"Classicism, Romanticism, Realism",GERMAN,German,310
GERMAN 312,Directed Reading and Research,GERMAN,German,312
GERMAN 320,20th Century German Literature,GERMAN,German,320
GERMAN 331,German Cinema from Murnau to Riefenstahl,GERMAN,German,331
GERMAN 377,German Study Abroad 3A,GERMAN,German,377
GERMAN 378,German Study Abroad 3B,GERMAN,German,378
GERMAN 391,Central Europe and the South Pacific,GERMAN,German,391
GERMAN 393,Special Topic,GERMAN,German,393
GERMAN 394,Special Topic,GERMAN,German,394
GERMAN 703,German Language C1.1,GERMAN,German,703
GERMAN 707,German Language C1,GERMAN,German,707
GERMAN 710,Topics in German Literature and Culture Studies,GERMAN,German,710
GERMAN 713,Issues in German Literature and Culture Studies,GERMAN,German,713
GERMAN 721,Special Topic in Germanic Studies,GERMAN,German,721
GERMAN 728,Special Topic,GERMAN,German,728
GERMAN 729,Special Topic in Germanic Studies,GERMAN,German,729
GERMAN 730,Special Topic,GERMAN,German,730
GERMAN 731,Special Topic,GERMAN,German,731
GERMAN 732,Special Topic,GERMAN,German,732
GERMAN 733,Topics in German Linguistics and Applied Linguistics,GERMAN,German,733
GERMAN 734,Issues in German Linguistics and Applied Linguistics,GERMAN,German,734
GERMAN 735,Special Topic in German Linguistics,GERMAN,German,735
GERMAN 741,German Translation Project,GERMAN,German,741
GERMAN 741A,German Translation Project,GERMAN,German,741A
GERMAN 741B,German Translation Project,GERMAN,German,741B
GERMAN 750,Special Study,GERMAN,German,750
GERMAN 751,Special Study,GERMAN,German,751
GERMAN 777,Study Abroad,GERMAN,German,777
GERMAN 778,Study Abroad,GERMAN,German,778
GERMAN 780,Research Project,GERMAN,German,780
GERMAN 780A,Research Project,GERMAN,German,780A
GERMAN 780B,Research Project,GERMAN,German,780B
GERMAN 791,Dissertation,GERMAN,German,791
GERMAN 791A,Dissertation,GERMAN,German,791A
GERMAN 791B,Dissertation,GERMAN,German,791B
GERMAN 792,Dissertation,GERMAN,German,792
GERMAN 792A,Dissertation,GERMAN,German,792A
GERMAN 792B,Dissertation,GERMAN,German,792B
GERMAN 793A,Thesis,GERMAN,German,793A
GERMAN 793B,Thesis,GERMAN,German,793B
GERMAN 796A,Thesis,GERMAN,German,796A
GERMAN 796B,Thesis,GERMAN,German,796B
GERMAN 797A,Research Portfolio,GERMAN,German,797A
GERMAN 797B,Research Portfolio,GERMAN,German,797B
GISCI 241,Principles of Remote Sensing,GISCI,Geographic Information Science,241
GISCI 242,Principles of GIScience,GISCI,Geographic Information Science,242
GISCI 243,Special Topic,GISCI,Geographic Information Science,243
GISCI 341,Remote Sensing Applications: From Drone to Satellite,GISCI,Geographic Information Science,341
GISCI 343,Geo-Spatial Data Science,GISCI,Geographic Information Science,343
GISCI 344,Special Topic,GISCI,Geographic Information Science,344
GISCI 390,Directed Study,GISCI,Geographic Information Science,390
GISCI 399,Capstone: GIScience,GISCI,Geographic Information Science,399
GLMI (705),"People, Performance and Well-being ** available as of 01/01/2027",GLMI,Global Management and Innovati,(705)
GLMI 700,Directed Study,GLMI,Global Management and Innovati,700
GLMI 701,Competing Globally,GLMI,Global Management and Innovati,701
GLMI 702,Global Talent Management,GLMI,Global Management and Innovati,702
GLMI 703,Global Digital Strategy - Level 9,GLMI,Global Management and Innovati,703
GLMI 704,Global Sustainability,GLMI,Global Management and Innovati,704
GLMI 705,"People, Performance and Well-being - Level 9",GLMI,Global Management and Innovati,705
GLMI 706,Working in an Age of Uncertainty,GLMI,Global Management and Innovati,706
GLMI 707,Organisational Change,GLMI,Global Management and Innovati,707
GLMI 708,Self-leadership and Professional Growth,GLMI,Global Management and Innovati,708
GLMI 709,New Ventures and Global Connectivity,GLMI,Global Management and Innovati,709
GLMI 710,Leveraging Innovation Ecosystems,GLMI,Global Management and Innovati,710
GLMI 711,Strategic Entrepreneurship in Action,GLMI,Global Management and Innovati,711
GLMI 712,Contemporary Approaches to Innovation and Business Design,GLMI,Global Management and Innovati,712
GLMI 759,Applied Research Consultancy Project - Level 9,GLMI,Global Management and Innovati,759
GLMI 780,Research Project,GLMI,Global Management and Innovati,780
GLMI 790,Research Project,GLMI,Global Management and Innovati,790
GLMI 791,Dissertation,GLMI,Global Management and Innovati,791
GLMI 791A,Dissertation,GLMI,Global Management and Innovati,791A
GLMI 791B,Dissertation,GLMI,Global Management and Innovati,791B
GLMI 796A,Thesis,GLMI,Global Management and Innovati,796A
GLMI 796B,Thesis,GLMI,Global Management and Innovati,796B
GLOBAL 101,"Global Issues, Sustainable Futures",GLOBAL,Global Studies,101
GLOBAL 101G,"Global Issues, Sustainable Futures",GLOBAL,Global Studies,101G
GLOBAL 102,Introduction to Global Studies,GLOBAL,Global Studies,102
GLOBAL 200,Global Challenges,GLOBAL,Global Studies,200
GLOBAL 201,Special Topic,GLOBAL,Global Studies,201
GLOBAL 202,Special Topic,GLOBAL,Global Studies,202
GLOBAL 204,Global Issues Through the Arts,GLOBAL,Global Studies,204
GLOBAL 205,Global Justice,GLOBAL,Global Studies,205
GLOBAL 250,Special Topic: Social Entrepreneurship and Systems Change,GLOBAL,Global Studies,250
GLOBAL 252,Asian Cities: Growth and Transition,GLOBAL,Global Studies,252
GLOBAL 277,Study Abroad 2A,GLOBAL,Global Studies,277
GLOBAL 300,Going Global,GLOBAL,Global Studies,300
GLOBAL 301,Special Topic: Humanitarian Interventions,GLOBAL,Global Studies,301
GLOBAL 302,Special Topic,GLOBAL,Global Studies,302
GLOBAL 304,Global Issues Through the Arts,GLOBAL,Global Studies,304
GLOBAL 350,Special Topic,GLOBAL,Global Studies,350
GLOBAL 352,Asian Cities: Growth and Transition,GLOBAL,Global Studies,352
GLOBAL 377,Study Abroad 3A,GLOBAL,Global Studies,377
GLOBAL 700,Themes in Global Studies,GLOBAL,Global Studies,700
GLOBAL 701,Contemporary Issues in Global Studies,GLOBAL,Global Studies,701
GLOBAL 702,Global Studies Research Design,GLOBAL,Global Studies,702
GLOBAL 704,Special Topic,GLOBAL,Global Studies,704
GLOBAL 705,Special Topic,GLOBAL,Global Studies,705
GLOBAL 706,Directed Study,GLOBAL,Global Studies,706
GLOBAL 707,Directed Study,GLOBAL,Global Studies,707
GLOBAL 793,Dissertation,GLOBAL,Global Studies,793
GREEK 707,Selected Greek Texts 1,GREEK,Greek,707
GREEK 707A,Selected Greek Texts 1,GREEK,Greek,707A
GREEK 707B,Selected Greek Texts 1,GREEK,Greek,707B
GREEK 709,Directed Study,GREEK,Greek,709
GREEK 709A,Directed Study,GREEK,Greek,709A
GREEK 709B,Directed Study,GREEK,Greek,709B
GREEK 714,Translation Portfolio: Greek to English,GREEK,Greek,714
GREEK 714A,Translation Portfolio: Greek to English,GREEK,Greek,714A
GREEK 714B,Translation Portfolio: Greek to English,GREEK,Greek,714B
GREEK 792,Dissertation,GREEK,Greek,792
GREEK 792A,Dissertation,GREEK,Greek,792A
GREEK 792B,Dissertation,GREEK,Greek,792B
GREEK 794A,Thesis,GREEK,Greek,794A
GREEK 794B,Thesis,GREEK,Greek,794B
GREEK 796A,Thesis,GREEK,Greek,796A
GREEK 796B,Thesis,GREEK,Greek,796B
GREEK 797A,Research Portfolio,GREEK,Greek,797A
GREEK 797B,Research Portfolio,GREEK,Greek,797B
HEALTHED 101,Food and Education,HEALTHED,Health Education,101
HEALTHED 201,Youth Mental Health Education,HEALTHED,Health Education,201
HEALTHED 202,"Sexuality, Education and Society",HEALTHED,Health Education,202
HEALTHED 301,Whaioranga,HEALTHED,Health Education,301
HEALTHED 302,Leading Health Promotion in Schools,HEALTHED,Health Education,302
HERCONS 700,Heritage Processes,HERCONS,Heritage Conservation,700
HERCONS 701,Heritage Assessment and Conservation Planning,HERCONS,Heritage Conservation,701
HERCONS 702,Conservation of Materials,HERCONS,Heritage Conservation,702
HERCONS 703,Diagnosis and Adaptation,HERCONS,Heritage Conservation,703
HERCONS 790,Research Project,HERCONS,Heritage Conservation,790
HIGHED 701,Learning and Teaching,HIGHED,Higher Education,701
HIGHED 702,Course Design,HIGHED,Higher Education,702
HIGHED 703,Topics in Higher Education,HIGHED,Higher Education,703
HIGHED 704,Research Project Design,HIGHED,Higher Education,704
HIGHED 793,Dissertation,HIGHED,Higher Education,793
HIGHED 793A,Dissertation,HIGHED,Higher Education,793A
HIGHED 793B,Dissertation,HIGHED,Higher Education,793B
HISTORY (259),Special Topic ** available as of 01/01/2027,HISTORY,History,(259)
HISTORY (359),Special Topic ** available as of 01/01/2027,HISTORY,History,(359)
HISTORY 103,Global History,HISTORY,History,103
HISTORY 103G,Global History,HISTORY,History,103G
HISTORY 104,Pacific History: An Introduction,HISTORY,History,104
HISTORY 107,Titiro Whakamuri: Histories of Aotearoa New Zealand,HISTORY,History,107
HISTORY 108,Rise and Fall of the USA,HISTORY,History,108
HISTORY 201,Special Topic,HISTORY,History,201
HISTORY 205,Bloodlands: Global Warfare,HISTORY,History,205
HISTORY 208,African-American Freedom Struggles: USA 1900-2000,HISTORY,History,208
HISTORY 210,"Health, Medicine and Society",HISTORY,History,210
HISTORY 217,Nazi Germany and its Legacies,HISTORY,History,217
HISTORY 224,"Old Regime and Revolution: France, 1750-1815",HISTORY,History,224
HISTORY 225,Samurai and Scholars: Early Modern China and Japan,HISTORY,History,225
HISTORY 227,Waitangi: Treaty to Tribunal,HISTORY,History,227
HISTORY 233,Australian History Since 1788,HISTORY,History,233
HISTORY 239,"Medieval Cultures: Faith, Power, Identities",HISTORY,History,239
HISTORY 241,Making Sense of the Sixties: the USA 1954-1974,HISTORY,History,241
HISTORY 243,Body and Blood: Religious Cultures and Conflicts c. 50-1650,HISTORY,History,243
HISTORY 250,The Global Cold War,HISTORY,History,250
HISTORY 252,New Zealand Cultural History,HISTORY,History,252
HISTORY 257,"Progress and Poverty: The USA, 1877-1919",HISTORY,History,257
HISTORY 259,Special Topic: Capitalism and Consumerism in United States History,HISTORY,History,259
HISTORY 270,Ireland since 1798,HISTORY,History,270
